geografie,geslacht,migratieachtergrond,huishouden,bins,uitkomst,N,mean,parents_income,opleiding_ouders,type,uitkomst_NL,subgroep,sample,sd
Katwijk,Vrouwen,Zonder migratieachtergrond,Totaal,60% - 70%,c30_age_left_parents,184,23.70108696,86.56663068,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Katwijk,Vrouwen,Zonder migratieachtergrond,Totaal,70% - 80%,c30_age_left_parents,182,23.33516484,96.79429806,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Katwijk,Vrouwen,Zonder migratieachtergrond,Totaal,80% - 90%,c30_age_left_parents,182,23.21978022,112.5827993,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Katwijk,Vrouwen,Zonder migratieachtergrond,Totaal,90% - 100%,c30_age_left_parents,182,23.79120879,168.317058,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Katwijk,Vrouwen,Zonder migratieachtergrond,Tweeoudergezin,0% - 10%,c30_age_left_parents,174,23.7183908,31.02124312,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Katwijk,Vrouwen,Zonder migratieachtergrond,Tweeoudergezin,10% - 20%,c30_age_left_parents,173,23.93043304,49.16298647,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Katwijk,Vrouwen,Zonder migratieachtergrond,Tweeoudergezin,20% - 30%,c30_age_left_parents,172,23.61627907,57.18842809,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Katwijk,Vrouwen,Zonder migratieachtergrond,Tweeoudergezin,30% - 40%,c30_age_left_parents,172,23.53488372,64.24500338,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Katwijk,Vrouwen,Zonder migratieachtergrond,Tweeoudergezin,40% - 50%,c30_age_left_parents,172,23.76744186,71.68639721,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Katwijk,Vrouwen,Zonder migratieachtergrond,Tweeoudergezin,50% - 60%,c30_age_left_parents,172,23.3372093,78.43418046,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Katwijk,Vrouwen,Zonder migratieachtergrond,Tweeoudergezin,60% - 70%,c30_age_left_parents,172,23.65116279,86.61247368,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Katwijk,Vrouwen,Zonder migratieachtergrond,Tweeoudergezin,70% - 80%,c30_age_left_parents,172,23.44186047,96.61252306,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Katwijk,Vrouwen,Zonder migratieachtergrond,Tweeoudergezin,80% - 90%,c30_age_left_parents,172,23.3255814,112.129199,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Katwijk,Vrouwen,Zonder migratieachtergrond,Tweeoudergezin,90% - 100%,c30_age_left_parents,172,23.65116279,167.2368455,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Krimpen aan den IJssel,Totaal,Totaal,Totaal,0% - 10%,c30_age_left_parents,174,23.70689655,27.21090363,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Krimpen aan den IJssel,Totaal,Totaal,Totaal,10% - 20%,c30_age_left_parents,172,24.10465116,50.47407896,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Krimpen aan den IJssel,Totaal,Totaal,Totaal,20% - 30%,c30_age_left_parents,172,23.79069767,61.58985895,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Krimpen aan den IJssel,Totaal,Totaal,Totaal,30% - 40%,c30_age_left_parents,172,23.84302326,71.57954645,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Krimpen aan den IJssel,Totaal,Totaal,Totaal,40% - 50%,c30_age_left_parents,172,24.06976744,81.84723985,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Krimpen aan den IJssel,Totaal,Totaal,Totaal,50% - 60%,c30_age_left_parents,172,24.66860465,92.72349826,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Krimpen aan den IJssel,Totaal,Totaal,Totaal,60% - 70%,c30_age_left_parents,172,23.69186047,103.5018939,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Krimpen aan den IJssel,Totaal,Totaal,Totaal,70% - 80%,c30_age_left_parents,172,23.5872093,117.8327192,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Krimpen aan den IJssel,Totaal,Totaal,Totaal,80% - 90%,c30_age_left_parents,172,23.35465116,139.061437,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Krimpen aan den IJssel,Totaal,Totaal,Totaal,90% - 100%,c30_age_left_parents,172,22.87790698,209.4960032,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Krimpen aan den IJssel,Totaal,Totaal,Tweeoudergezin,0% - 10%,c30_age_left_parents,150,23.85333333,30.7683364,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Krimpen aan den IJssel,Totaal,Totaal,Tweeoudergezin,10% - 20%,c30_age_left_parents,150,25.10666667,52.84789826,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Krimpen aan den IJssel,Totaal,Totaal,Tweeoudergezin,20% - 30%,c30_age_left_parents,150,24.14,63.44253517,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Krimpen aan den IJssel,Totaal,Totaal,Tweeoudergezin,30% - 40%,c30_age_left_parents,150,24.4,73.67780561,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Krimpen aan den IJssel,Totaal,Totaal,Tweeoudergezin,40% - 50%,c30_age_left_parents,150,24.68,83.73018578,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Krimpen aan den IJssel,Totaal,Totaal,Tweeoudergezin,50% - 60%,c30_age_left_parents,150,24.44,94.41891419,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Krimpen aan den IJssel,Totaal,Totaal,Tweeoudergezin,60% - 70%,c30_age_left_parents,149,24.35648649,105.0070215,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Krimpen aan den IJssel,Totaal,Totaal,Tweeoudergezin,70% - 80%,c30_age_left_parents,148,23.88513514,119.8532711,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Krimpen aan den IJssel,Totaal,Totaal,Tweeoudergezin,80% - 90%,c30_age_left_parents,148,23.62837838,140.1556154,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Krimpen aan den IJssel,Totaal,Totaal,Tweeoudergezin,90% - 100%,c30_age_left_parents,148,23.18918919,208.3618515,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Krimpen aan den IJssel,Totaal,Zonder migratieachtergrond,Totaal,0% - 10%,c30_age_left_parents,142,24.06338028,31.52991333,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Krimpen aan den IJssel,Totaal,Zonder migratieachtergrond,Totaal,10% - 20%,c30_age_left_parents,142,24.16197183,53.11145951,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Krimpen aan den IJssel,Totaal,Zonder migratieachtergrond,Totaal,20% - 30%,c30_age_left_parents,142,23.69014085,63.15416115,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Krimpen aan den IJssel,Totaal,Zonder migratieachtergrond,Totaal,30% - 40%,c30_age_left_parents,142,23.61971831,72.85675043,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Krimpen aan den IJssel,Totaal,Zonder migratieachtergrond,Totaal,40% - 50%,c30_age_left_parents,142,24.14788732,82.8637322,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Krimpen aan den IJssel,Totaal,Zonder migratieachtergrond,Totaal,50% - 60%,c30_age_left_parents,142,24.16901408,93.84931416,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Krimpen aan den IJssel,Totaal,Zonder migratieachtergrond,Totaal,60% - 70%,c30_age_left_parents,142,23.62676056,104.7505177,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Krimpen aan den IJssel,Totaal,Zonder migratieachtergrond,Totaal,70% - 80%,c30_age_left_parents,141,23.5665996,120.0759905,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Krimpen aan den IJssel,Totaal,Zonder migratieachtergrond,Totaal,80% - 90%,c30_age_left_parents,140,23.35714286,140.8404144,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Krimpen aan den IJssel,Totaal,Zonder migratieachtergrond,Totaal,90% - 100%,c30_age_left_parents,140,22.90714286,207.6988968,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Krimpen aan den IJssel,Totaal,Zonder migratieachtergrond,Tweeoudergezin,0% - 10%,c30_age_left_parents,126,24.14285714,34.28017859,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Krimpen aan den IJssel,Totaal,Zonder migratieachtergrond,Tweeoudergezin,10% - 20%,c30_age_left_parents,126,24.88888889,54.32834891,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Krimpen aan den IJssel,Totaal,Zonder migratieachtergrond,Tweeoudergezin,20% - 30%,c30_age_left_parents,126,24.0952381,64.18368115,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Krimpen aan den IJssel,Totaal,Zonder migratieachtergrond,Tweeoudergezin,30% - 40%,c30_age_left_parents,126,24.25396825,74.02040317,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Krimpen aan den IJssel,Totaal,Zonder migratieachtergrond,Tweeoudergezin,40% - 50%,c30_age_left_parents,126,24.51587302,83.77876054,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Krimpen aan den IJssel,Totaal,Zonder migratieachtergrond,Tweeoudergezin,50% - 60%,c30_age_left_parents,126,24.15079365,94.40668629,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Krimpen aan den IJssel,Totaal,Zonder migratieachtergrond,Tweeoudergezin,60% - 70%,c30_age_left_parents,126,24.02380952,105.2005207,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Krimpen aan den IJssel,Totaal,Zonder migratieachtergrond,Tweeoudergezin,70% - 80%,c30_age_left_parents,124,23.77419355,120.7140451,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Krimpen aan den IJssel,Totaal,Zonder migratieachtergrond,Tweeoudergezin,80% - 90%,c30_age_left_parents,124,23.89516129,140.8923401,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Krimpen aan den IJssel,Totaal,Zonder migratieachtergrond,Tweeoudergezin,90% - 100%,c30_age_left_parents,124,23.08870968,203.807582,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Krimpen aan den IJssel,Mannen,Totaal,Totaal,0% - 10%,c30_age_left_parents,90,24.44444444,28.06745329,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Krimpen aan den IJssel,Mannen,Totaal,Totaal,10% - 20%,c30_age_left_parents,90,25.04444444,51.88046123,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Krimpen aan den IJssel,Mannen,Totaal,Totaal,20% - 30%,c30_age_left_parents,90,24.55555556,62.04996978,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Krimpen aan den IJssel,Mannen,Totaal,Totaal,30% - 40%,c30_age_left_parents,90,24.84444444,72.62675287,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Krimpen aan den IJssel,Mannen,Totaal,Totaal,40% - 50%,c30_age_left_parents,90,25.31111111,82.59556486,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Krimpen aan den IJssel,Mannen,Totaal,Totaal,50% - 60%,c30_age_left_parents,90,25.75555556,93.26968486,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Krimpen aan den IJssel,Mannen,Totaal,Totaal,60% - 70%,c30_age_left_parents,89,25.11235955,104.6632824,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Krimpen aan den IJssel,Mannen,Totaal,Totaal,70% - 80%,c30_age_left_parents,89,24.69662921,120.0621448,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Krimpen aan den IJssel,Mannen,Totaal,Totaal,80% - 90%,c30_age_left_parents,89,24.34831461,139.9100363,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Krimpen aan den IJssel,Mannen,Totaal,Totaal,90% - 100%,c30_age_left_parents,89,23.61797753,217.919053,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Krimpen aan den IJssel,Mannen,Totaal,Tweeoudergezin,0% - 10%,c30_age_left_parents,78,25.16666667,32.29680375,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Krimpen aan den IJssel,Mannen,Totaal,Tweeoudergezin,10% - 20%,c30_age_left_parents,78,26.06410256,54.66444673,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Krimpen aan den IJssel,Mannen,Totaal,Tweeoudergezin,20% - 30%,c30_age_left_parents,78,25.3974359,64.31409279,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Krimpen aan den IJssel,Mannen,Totaal,Tweeoudergezin,30% - 40%,c30_age_left_parents,78,25.38461538,75.12091325,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Krimpen aan den IJssel,Mannen,Totaal,Tweeoudergezin,40% - 50%,c30_age_left_parents,78,25.66666667,84.58416679,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Krimpen aan den IJssel,Mannen,Totaal,Tweeoudergezin,50% - 60%,c30_age_left_parents,78,25.8974359,95.19333311,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Krimpen aan den IJssel,Mannen,Totaal,Tweeoudergezin,60% - 70%,c30_age_left_parents,77,25.5974026,106.6683821,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Krimpen aan den IJssel,Mannen,Totaal,Tweeoudergezin,70% - 80%,c30_age_left_parents,77,24.63636364,121.9987596,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Krimpen aan den IJssel,Mannen,Totaal,Tweeoudergezin,80% - 90%,c30_age_left_parents,77,24.87012987,140.3037973,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Krimpen aan den IJssel,Mannen,Totaal,Tweeoudergezin,90% - 100%,c30_age_left_parents,77,23.8961039,214.5145885,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Krimpen aan den IJssel,Mannen,Zonder migratieachtergrond,Totaal,0% - 10%,c30_age_left_parents,73,24.91780822,33.75781306,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Krimpen aan den IJssel,Mannen,Zonder migratieachtergrond,Totaal,10% - 20%,c30_age_left_parents,73,24.90410959,54.62537956,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Krimpen aan den IJssel,Mannen,Zonder migratieachtergrond,Totaal,20% - 30%,c30_age_left_parents,73,24.39726027,63.82145275,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Krimpen aan den IJssel,Mannen,Zonder migratieachtergrond,Totaal,30% - 40%,c30_age_left_parents,73,25.09589041,74.14042349,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Krimpen aan den IJssel,Mannen,Zonder migratieachtergrond,Totaal,40% - 50%,c30_age_left_parents,73,25.05479452,83.87498811,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Krimpen aan den IJssel,Mannen,Zonder migratieachtergrond,Totaal,50% - 60%,c30_age_left_parents,73,25.46575342,94.42609188,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Krimpen aan den IJssel,Mannen,Zonder migratieachtergrond,Totaal,60% - 70%,c30_age_left_parents,73,25.28767123,106.4966718,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Krimpen aan den IJssel,Mannen,Zonder migratieachtergrond,Totaal,70% - 80%,c30_age_left_parents,73,24.39726027,122.5764796,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Krimpen aan den IJssel,Mannen,Zonder migratieachtergrond,Totaal,80% - 90%,c30_age_left_parents,73,24.65753425,142.2336325,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Krimpen aan den IJssel,Mannen,Zonder migratieachtergrond,Totaal,90% - 100%,c30_age_left_parents,72,23.5,221.0950306,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Krimpen aan den IJssel,Mannen,Zonder migratieachtergrond,Tweeoudergezin,0% - 10%,c30_age_left_parents,65,25.38461538,38.24575402,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Krimpen aan den IJssel,Mannen,Zonder migratieachtergrond,Tweeoudergezin,10% - 20%,c30_age_left_parents,65,25.92307692,56.44106748,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Krimpen aan den IJssel,Mannen,Zonder migratieachtergrond,Tweeoudergezin,20% - 30%,c30_age_left_parents,65,25.41538462,65.63072909,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Krimpen aan den IJssel,Mannen,Zonder migratieachtergrond,Tweeoudergezin,30% - 40%,c30_age_left_parents,64,25.28125,76.07261687,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Krimpen aan den IJssel,Mannen,Zonder migratieachtergrond,Tweeoudergezin,40% - 50%,c30_age_left_parents,64,25.25,85.11985243,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Krimpen aan den IJssel,Mannen,Zonder migratieachtergrond,Tweeoudergezin,50% - 60%,c30_age_left_parents,64,25.640625,95.53980784,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Krimpen aan den IJssel,Mannen,Zonder migratieachtergrond,Tweeoudergezin,60% - 70%,c30_age_left_parents,64,25.53125,107.3538454,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Krimpen aan den IJssel,Mannen,Zonder migratieachtergrond,Tweeoudergezin,70% - 80%,c30_age_left_parents,64,24.296875,122.8194474,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Krimpen aan den IJssel,Mannen,Zonder migratieachtergrond,Tweeoudergezin,80% - 90%,c30_age_left_parents,64,25.3125,140.8870767,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Krimpen aan den IJssel,Mannen,Zonder migratieachtergrond,Tweeoudergezin,90% - 100%,c30_age_left_parents,64,23.796875,213.5930919,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Krimpen aan den IJssel,Vrouwen,Totaal,Totaal,0% - 10%,c30_age_left_parents,83,23.09638554,26.21556779,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Krimpen aan den IJssel,Vrouwen,Totaal,Totaal,10% - 20%,c30_age_left_parents,83,23.02409639,48.77588155,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Krimpen aan den IJssel,Vrouwen,Totaal,Totaal,20% - 30%,c30_age_left_parents,83,23.15662651,61.13844688,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Krimpen aan den IJssel,Vrouwen,Totaal,Totaal,30% - 40%,c30_age_left_parents,83,22.42168675,70.73930514,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Krimpen aan den IJssel,Vrouwen,Totaal,Totaal,40% - 50%,c30_age_left_parents,83,23.08433735,81.22549945,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Krimpen aan den IJssel,Vrouwen,Totaal,Totaal,50% - 60%,c30_age_left_parents,83,23.25301205,92.6163164,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Krimpen aan den IJssel,Vrouwen,Totaal,Totaal,60% - 70%,c30_age_left_parents,82,22.2195122,102.8001018,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Krimpen aan den IJssel,Vrouwen,Totaal,Totaal,70% - 80%,c30_age_left_parents,82,22.35365854,116.0416193,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Krimpen aan den IJssel,Vrouwen,Totaal,Totaal,80% - 90%,c30_age_left_parents,82,21.95121951,138.4620624,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Krimpen aan den IJssel,Vrouwen,Totaal,Totaal,90% - 100%,c30_age_left_parents,82,22.20731707,200.9708563,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Krimpen aan den IJssel,Vrouwen,Totaal,Tweeoudergezin,0% - 10%,c30_age_left_parents,72,22.80555556,29.33304744,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Krimpen aan den IJssel,Vrouwen,Totaal,Tweeoudergezin,10% - 20%,c30_age_left_parents,72,23.73611111,50.76014126,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Krimpen aan den IJssel,Vrouwen,Totaal,Tweeoudergezin,20% - 30%,c30_age_left_parents,72,23.08333333,62.50903598,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Krimpen aan den IJssel,Vrouwen,Totaal,Tweeoudergezin,30% - 40%,c30_age_left_parents,72,23.375,72.22473559,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Krimpen aan den IJssel,Vrouwen,Totaal,Tweeoudergezin,40% - 50%,c30_age_left_parents,72,23.16666667,82.59062275,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Krimpen aan den IJssel,Vrouwen,Totaal,Tweeoudergezin,50% - 60%,c30_age_left_parents,72,23.40277778,93.75778885,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Krimpen aan den IJssel,Vrouwen,Totaal,Tweeoudergezin,60% - 70%,c30_age_left_parents,72,22.97222222,103.3212853,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Krimpen aan den IJssel,Vrouwen,Totaal,Tweeoudergezin,70% - 80%,c30_age_left_parents,71,22.57746479,117.2800198,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Krimpen aan den IJssel,Vrouwen,Totaal,Tweeoudergezin,80% - 90%,c30_age_left_parents,71,22.33802817,139.9230009,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Krimpen aan den IJssel,Vrouwen,Totaal,Tweeoudergezin,90% - 100%,c30_age_left_parents,71,22.42253521,201.6862823,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Krimpen aan den IJssel,Vrouwen,Zonder migratieachtergrond,Totaal,0% - 10%,c30_age_left_parents,69,23.50724638,29.2879837,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Krimpen aan den IJssel,Vrouwen,Zonder migratieachtergrond,Totaal,10% - 20%,c30_age_left_parents,69,23.15942029,51.43319327,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Krimpen aan den IJssel,Vrouwen,Zonder migratieachtergrond,Totaal,20% - 30%,c30_age_left_parents,69,22.66666667,62.49259885,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Krimpen aan den IJssel,Vrouwen,Zonder migratieachtergrond,Totaal,30% - 40%,c30_age_left_parents,69,22.66666667,71.63451291,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Krimpen aan den IJssel,Vrouwen,Zonder migratieachtergrond,Totaal,40% - 50%,c30_age_left_parents,69,22.86956522,81.7122506,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Krimpen aan den IJssel,Vrouwen,Zonder migratieachtergrond,Totaal,50% - 60%,c30_age_left_parents,69,22.97101449,93.17083422,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Krimpen aan den IJssel,Vrouwen,Zonder migratieachtergrond,Totaal,60% - 70%,c30_age_left_parents,68,21.88235294,103.0923504,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Krimpen aan den IJssel,Vrouwen,Zonder migratieachtergrond,Totaal,70% - 80%,c30_age_left_parents,68,22.48529412,116.8151756,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Krimpen aan den IJssel,Vrouwen,Zonder migratieachtergrond,Totaal,80% - 90%,c30_age_left_parents,68,21.83823529,139.200494,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Krimpen aan den IJssel,Vrouwen,Zonder migratieachtergrond,Totaal,90% - 100%,c30_age_left_parents,68,22.23529412,193.3390079,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Krimpen aan den IJssel,Vrouwen,Zonder migratieachtergrond,Tweeoudergezin,0% - 10%,c30_age_left_parents,62,23.14516129,30.77439903,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Krimpen aan den IJssel,Vrouwen,Zonder migratieachtergrond,Tweeoudergezin,10% - 20%,c30_age_left_parents,61,23.78688525,52.01587296,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Krimpen aan den IJssel,Vrouwen,Zonder migratieachtergrond,Tweeoudergezin,20% - 30%,c30_age_left_parents,61,23.19672131,62.89620698,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Krimpen aan den IJssel,Vrouwen,Zonder migratieachtergrond,Tweeoudergezin,30% - 40%,c30_age_left_parents,61,23.32786885,72.15929411,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Krimpen aan den IJssel,Vrouwen,Zonder migratieachtergrond,Tweeoudergezin,40% - 50%,c30_age_left_parents,61,22.81967213,81.94931659,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Krimpen aan den IJssel,Vrouwen,Zonder migratieachtergrond,Tweeoudergezin,50% - 60%,c30_age_left_parents,61,22.96721311,93.10471684,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Krimpen aan den IJssel,Vrouwen,Zonder migratieachtergrond,Tweeoudergezin,60% - 70%,c30_age_left_parents,61,22.86885246,102.6295632,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
Krimpen aan den IJssel,Vrouwen,Zonder migratieachtergrond,Tweeoudergezin,70% - 80%,c30_age_left_parents,61,22.45901639,117.2984835,Totaal,10,Leeftijd waarop ouderlijk huis is verlaten,NA,NA,NA
